Breed;Age_in_years;Age_in_months;Gender;Neutered_or_spayed;Body_length;Weight;Fur_colour_dominant;Fur_pattern;Eye_colour;Allowed_outdoor;Preferred_food;Owner_play_time_minutes;Sleep_time_hours;Country;Latitude;Longitude
Ragdoll;2;24;female;TRUE;23;3.9;brown/chocolate;colorpoint;blue;FALSE;wet;22;15;USA;42.35843;-71.05977
Ragdoll;5.17;62;female;TRUE;26;4.7;seal;colorpoint;blue;FALSE;wet;13;15;USA;40.71427;-74.00597
Ragdoll;2.08;25;female;TRUE;23;4.33;seal;mitted;green;FALSE;wet;8;17;USA;42.35843;-71.05977
Ragdoll;2.08;25;female;TRUE;21;4.72;seal;colorpoint;green;FALSE;dry;34;15;USA;47.60621;-122.33207
Ragdoll;2.08;25;male;TRUE;25;6.05;seal;colorpoint;blue;FALSE;wet;5;15;USA;47.60621;-122.33207
Ragdoll;2.08;25;female;TRUE;28;4.57;seal;colorpoint;blue;FALSE;wet;12;16;USA;42.35843;-71.05977
Ragdoll;2.17;26;male;TRUE;27;7.39;seal;colorpoint;blue;FALSE;dry;23;16;USA;38.89511;-77.03637
Ragdoll;2.17;26;male;TRUE;35;8.29;red/cream;colorpoint;blue;FALSE;wet;29;15;USA;38.89511;-77.03637
Ragdoll;2.17;26;female;TRUE;20;6;seal;colorpoint;green;FALSE;dry;6;15;USA;42.35843;-71.05977
Ragdoll;2.17;26;female;TRUE;22;5.66;seal;bicolor;blue;FALSE;wet;28;15;USA;38.89511;-77.03637
Ragdoll;5.92;71;male;TRUE;27;8.62;brown/chocolate;colorpoint;green;FALSE;dry;29;15;USA;42.35843;-71.05977
Ragdoll;2.25;27;female;TRUE;25;6.78;brown/chocolate;colorpoint;blue;FALSE;wet;16;16;USA;42.35843;-71.05977
Ragdoll;2.33;28;female;TRUE;36;5.3;seal;colorpoint;blue;FALSE;wet;12;15;USA;42.35843;-71.05977
Ragdoll;2.33;28;male;TRUE;31;6.87;seal;colorpoint;blue;FALSE;wet;31;15;USA;38.89511;-77.03637
Ragdoll;2.33;28;female;TRUE;20;4.7;brown/chocolate;colorpoint;green;FALSE;wet;24;15;USA;38.89511;-77.03637
Ragdoll;2.33;28;male;TRUE;28;6.3;seal;colorpoint;blue;FALSE;dry;7;15;USA;40.71427;-74.00597
Ragdoll;2.42;29;female;TRUE;22;5.3;brown/chocolate;tortie;blue;FALSE;dry;1;15;USA;47.60621;-122.33207
Ragdoll;2.42;29;female;FALSE;28;4.39;seal;colorpoint;blue;FALSE;wet;5;15;USA;39.29038;-76.61219
Ragdoll;2.5;30;male;TRUE;27;6.8;red/cream;bicolor;blue;FALSE;wet;21;15;USA;47.60621;-122.33207
Ragdoll;2.5;30;male;FALSE;29;6.77;seal;colorpoint;blue;FALSE;wet;3;15;USA;45.52345;-122.67621
Ragdoll;2.5;30;female;TRUE;24;4.88;seal;colorpoint;blue;FALSE;wet;21;17;USA;40.71427;-74.00597
Ragdoll;2.5;30;male;FALSE;27;6.72;seal;colorpoint;blue;FALSE;wet;8;15;USA;45.52345;-122.67621
Ragdoll;2.58;31;male;TRUE;28;5;seal;colorpoint;green;FALSE;dry;14;15;USA;39.29038;-76.61219
Ragdoll;2.67;32;male;TRUE;53;6.15;seal;bicolor;green;FALSE;dry;32;15;USA;37.77493;-122.41942
Ragdoll;2.67;32;female;TRUE;40;4.61;seal;tortie;blue;TRUE;wet;22;15;USA;45.52345;-122.67621
Ragdoll;2.67;32;female;FALSE;45;5.31;seal;colorpoint;blue;FALSE;dry;22;15;USA;42.35843;-71.05977
Ragdoll;2.67;32;male;FALSE;51;5.53;red/cream;bicolor;blue;FALSE;wet;25;15;USA;40.71427;-74.00597
Ragdoll;2.67;32;male;TRUE;52;7.41;seal;colorpoint;blue;FALSE;wet;5;15;USA;42.35843;-71.05977
Ragdoll;2.75;33;female;FALSE;43;4.65;brown/chocolate;mitted;green;FALSE;wet;21;17;USA;40.71427;-74.00597
Ragdoll;2.75;33;female;TRUE;47;4.63;seal;colorpoint;blue;FALSE;dry;34;17;USA;38.89511;-77.03637
Ragdoll;2.75;33;female;FALSE;48;6;brown/chocolate;bicolor;green;FALSE;wet;15;17;USA;42.35843;-71.05977
Ragdoll;2.83;34;female;FALSE;38;5.3;seal;colorpoint;blue;FALSE;wet;31;17;USA;38.89511;-77.03637
Ragdoll;2.83;34;male;TRUE;43;5.97;seal;colorpoint;blue;FALSE;wet;29;15;USA;37.77493;-122.41942
Ragdoll;2.83;34;male;TRUE;51;5.67;seal;colorpoint;green;FALSE;wet;24;17;USA;38.89511;-77.03637
Ragdoll;2.83;34;male;TRUE;49;8.92;seal;colorpoint;blue;FALSE;wet;41;15;USA;37.77493;-122.41942
Ragdoll;2.92;35;male;FALSE;43;6.96;seal;colorpoint;blue;TRUE;wet;5;15;USA;42.35843;-71.05977
Ragdoll;2.92;35;male;TRUE;44;6.7;red/cream;bicolor;green;FALSE;dry;17;15;USA;38.89511;-77.03637
Ragdoll;3;36;female;TRUE;45;6.1;seal;colorpoint;blue;FALSE;wet;38;15;USA;38.89511;-77.03637
Ragdoll;3;36;male;TRUE;55;9;seal;colorpoint;blue;FALSE;wet;12;16;USA;40.71427;-74.00597
Ragdoll;3;36;male;TRUE;51;7.65;seal;colorpoint;blue;FALSE;dry;30;17;USA;40.71427;-74.00597
Ragdoll;3;36;female;FALSE;44;5.64;seal;colorpoint;blue;FALSE;wet;24;15;USA;45.52345;-122.67621
Ragdoll;3;36;male;FALSE;50;7.48;seal;colorpoint;blue;FALSE;wet;27;17;USA;40.71427;-74.00597
Ragdoll;3;36;male;TRUE;22;5.5;brown/chocolate;colorpoint;blue;FALSE;wet;13;17;USA;41.881832;-87.623177
Ragdoll;3.08;37;female;TRUE;41;5.35;brown/chocolate;tortie;green;FALSE;wet;24;15;USA;41.881832;-87.623177
Ragdoll;3.08;37;female;FALSE;45;4.4;seal;colorpoint;blue;FALSE;wet;25;15;USA;37.77493;-122.41942
Ragdoll;3.08;37;female;TRUE;39;6.75;seal;colorpoint;blue;FALSE;dry;12;15;USA;47.60621;-122.33207
Ragdoll;3.17;38;female;TRUE;38;5.73;seal;colorpoint;blue;FALSE;wet;2;15;USA;42.35843;-71.05977
Ragdoll;3.17;38;male;TRUE;43;6.56;brown/chocolate;colorpoint;green;FALSE;wet;25;15;USA;41.881832;-87.623177
Ragdoll;3.17;38;female;FALSE;48;6.39;seal;colorpoint;blue;FALSE;wet;32;16;USA;41.881832;-87.623177
Ragdoll;3.17;38;female;FALSE;47;4.38;seal;colorpoint;blue;FALSE;wet;14;16;USA;40.71427;-74.00597
Ragdoll;3.17;38;male;TRUE;46;7.79;seal;colorpoint;blue;FALSE;dry;13;15;USA;40.71427;-74.00597
Ragdoll;3.17;38;female;TRUE;39;5.34;seal;colorpoint;blue;FALSE;wet;29;17;USA;38.89511;-77.03637
Ragdoll;3.17;38;female;TRUE;47;6.42;seal;colorpoint;blue;FALSE;wet;26;15;USA;38.89511;-77.03637
Ragdoll;3.17;38;female;TRUE;41;6.77;red/cream;colorpoint;green;FALSE;wet;16;15;USA;45.52345;-122.67621
Ragdoll;3.17;38;female;TRUE;38;3.98;seal;colorpoint;blue;TRUE;dry;22;15;USA;39.29038;-76.61219
Ragdoll;3.25;39;male;TRUE;52;6.8;red/cream;colorpoint;blue;FALSE;dry;1;15;USA;39.29038;-76.61219
Ragdoll;3.25;39;female;FALSE;39;4.22;brown/chocolate;colorpoint;blue;FALSE;wet;31;15;USA;45.52345;-122.67621
Ragdoll;3.25;39;male;TRUE;31;5.4;seal;colorpoint;blue;FALSE;wet;2;15;USA;45.52345;-122.67621
Ragdoll;3.25;39;male;TRUE;48;7.78;red/cream;bicolor;blue;FALSE;wet;16;16;USA;38.89511;-77.03637
Ragdoll;3.25;39;male;TRUE;49;7.87;seal;colorpoint;green;FALSE;wet;20;15;USA;39.29038;-76.61219
Ragdoll;3.25;39;female;TRUE;47;4.44;seal;colorpoint;blue;FALSE;dry;30;15;USA;42.35843;-71.05977
Ragdoll;3.25;39;male;TRUE;30;4.9;brown/chocolate;colorpoint;blue;FALSE;dry;29;15;USA;41.881832;-87.623177
Ragdoll;3.33;40;male;FALSE;50;6.3;brown/chocolate;colorpoint;blue;FALSE;wet;2;15;USA;38.89511;-77.03637
Ragdoll;3.33;40;male;TRUE;43;6.35;red/cream;colorpoint;blue;FALSE;dry;22;15;USA;40.71427;-74.00597
Ragdoll;3.33;40;female;FALSE;47;4.59;seal;colorpoint;blue;FALSE;dry;27;17;USA;40.71427;-74.00597
Ragdoll;3.33;40;male;TRUE;53;6.67;seal;colorpoint;blue;FALSE;dry;24;15;USA;42.35843;-71.05977
Ragdoll;3.33;40;female;FALSE;50;4.88;seal;colorpoint;green;TRUE;dry;27;15;USA;38.89511;-77.03637
Ragdoll;3.33;40;female;FALSE;39;4.72;seal;tortie;blue;FALSE;wet;31;16;USA;42.35843;-71.05977
Ragdoll;3.33;40;female;TRUE;42;6.07;seal;bicolor;blue;FALSE;wet;30;15;USA;47.60621;-122.33207
Ragdoll;3.33;40;male;TRUE;43;7.65;seal;colorpoint;blue;FALSE;dry;35;15;USA;40.71427;-74.00597
Ragdoll;3.42;41;male;FALSE;50;6.83;seal;colorpoint;blue;FALSE;dry;7;15;USA;47.60621;-122.33207
Ragdoll;3.42;41;male;TRUE;29;8.5;red/cream;colorpoint;blue;FALSE;wet;22;15;USA;47.60621;-122.33207
Ragdoll;3.5;42;female;FALSE;47;5.36;seal;colorpoint;green;FALSE;wet;9;15;USA;39.29038;-76.61219
Ragdoll;3.5;42;male;FALSE;46;6.79;brown/chocolate;colorpoint;blue;FALSE;wet;4;15;USA;39.29038;-76.61219
Ragdoll;3.5;42;male;TRUE;51;7.32;red/cream;colorpoint;blue;FALSE;wet;22;15;USA;37.77493;-122.41942
Ragdoll;3.5;42;female;FALSE;40;4.69;seal;colorpoint;green;FALSE;dry;17;15;France;43.61166;3.87771
Ragdoll;3.58;43;male;TRUE;43;6.68;seal;colorpoint;blue;TRUE;dry;25;17;France;44.837789;-0.57918
Ragdoll;3.58;43;female;TRUE;48;3.98;seal;colorpoint;blue;FALSE;dry;31;15;France;44.837789;-0.57918
Ragdoll;3.58;43;male;FALSE;50;8.02;brown/chocolate;colorpoint;blue;FALSE;wet;13;15;France;45.76342;4.834277
Ragdoll;3.58;43;male;TRUE;51;8.33;seal;colorpoint;green;FALSE;wet;18;16;France;43.61166;3.87771
Ragdoll;3.58;43;male;TRUE;45;6.79;red/cream;colorpoint;blue;FALSE;wet;3;15;France;48.864716;2.349014
Ragdoll;3.67;44;female;FALSE;41;6.32;seal;colorpoint;green;FALSE;wet;9;17;France;48.864716;2.349014
Ragdoll;3.67;44;female;TRUE;38;4.26;seal;colorpoint;blue;FALSE;wet;23;16;France;48.864716;2.349014
Ragdoll;3.67;44;female;FALSE;44;4.91;brown/chocolate;colorpoint;blue;FALSE;wet;6;15;France;48.864716;2.349014
Ragdoll;3.75;45;male;TRUE;42;6.76;seal;colorpoint;blue;FALSE;wet;4;17;France;47.218371;-1.553621
Ragdoll;3.75;45;male;TRUE;49;5.6;red/cream;bicolor;blue;FALSE;wet;31;15;France;45.76342;4.834277
Ragdoll;3.83;46;male;FALSE;53;7.54;seal;colorpoint;blue;FALSE;dry;6;15;USA;38.89511;-77.03637
Ragdoll;3.83;46;male;TRUE;45;7.93;brown/chocolate;colorpoint;blue;FALSE;wet;29;16;USA;39.29038;-76.61219
Ragdoll;3.83;46;female;TRUE;45;5.22;seal;colorpoint;green;FALSE;dry;29;15;USA;39.29038;-76.61219
Ragdoll;3.83;46;male;TRUE;46;8.6;red/cream;bicolor;blue;TRUE;wet;13;17;USA;47.60621;-122.33207
Ragdoll;3.83;46;female;FALSE;40;3.74;seal;tortie;blue;FALSE;wet;16;16;USA;39.29038;-76.61219
Ragdoll;3.83;46;female;TRUE;40;6.89;seal;colorpoint;blue;FALSE;dry;7;15;USA;38.89511;-77.03637
Ragdoll;3.92;47;male;TRUE;46;8.13;seal;colorpoint;green;FALSE;wet;21;17;USA;42.35843;-71.05977
Ragdoll;3.92;47;male;TRUE;46;7.33;seal;colorpoint;green;FALSE;wet;4;15;USA;40.71427;-74.00597
Ragdoll;3.92;47;female;FALSE;38;5.81;seal;colorpoint;amber;FALSE;wet;21;12;USA;41.881832;-87.623177
Ragdoll;4;48;female;TRUE;40;3.97;seal;colorpoint;blue;FALSE;wet;13;12;USA;45.52345;-122.67621
Ragdoll;4.08;49;male;TRUE;51;5.89;seal;colorpoint;blue;FALSE;wet;29;16;USA;42.35843;-71.05977
Ragdoll;4.08;49;male;TRUE;49;8.81;seal;colorpoint;blue;FALSE;wet;5;17;USA;39.29038;-76.61219
Ragdoll;4.17;50;female;TRUE;42;4.19;seal;colorpoint;blue;FALSE;wet;19;12;USA;45.52345;-122.67621
Ragdoll;4.25;51;male;TRUE;43;6.85;seal;colorpoint;blue;TRUE;dry;30;16;USA;38.89511;-77.03637
Ragdoll;4.33;52;male;TRUE;49;8.2;seal;colorpoint;green;FALSE;wet;32;16;USA;42.35843;-71.05977
Ragdoll;4.33;52;male;FALSE;42;6.71;red/cream;colorpoint;blue;FALSE;wet;33;12;USA;38.89511;-77.03637
Ragdoll;4.33;52;male;FALSE;47;5.64;seal;colorpoint;blue;FALSE;dry;18;15;USA;45.52345;-122.67621
Ragdoll;4.42;53;male;TRUE;53;5.7;red/cream;bicolor;blue;FALSE;dry;17;16;USA;38.89511;-77.03637
Ragdoll;4.42;53;female;FALSE;46;4.75;brown/chocolate;colorpoint;blue;FALSE;dry;8;12;USA;38.89511;-77.03637
Ragdoll;4.42;53;female;FALSE;44;5.56;seal;colorpoint;blue;FALSE;wet;7;12;USA;45.52345;-122.67621
Ragdoll;4.42;53;female;FALSE;50;5.09;seal;bicolor;green;FALSE;wet;13;12;USA;39.29038;-76.61219
Ragdoll;4.5;54;female;TRUE;40;6.93;seal;colorpoint;blue;FALSE;wet;3;12;USA;37.77493;-122.41942
Ragdoll;4.5;54;female;FALSE;45;6.47;seal;colorpoint;blue;FALSE;wet;20;16;USA;37.77493;-122.41942
Ragdoll;4.5;54;female;FALSE;41;5.38;seal;colorpoint;blue;FALSE;wet;9;17;USA;47.60621;-122.33207
Ragdoll;4.58;55;female;FALSE;46;5.5;brown/chocolate;bicolor;green;FALSE;wet;14;16;USA;40.71427;-74.00597
Ragdoll;4.58;55;male;TRUE;50;8.46;seal;colorpoint;green;TRUE;wet;28;17;USA;38.89511;-77.03637
Ragdoll;4.58;55;male;TRUE;46;8.05;seal;mitted;blue;FALSE;wet;25;16;USA;39.29038;-76.61219
Ragdoll;4.58;55;female;TRUE;38;5.71;red/cream;tortie;blue;FALSE;wet;27;12;USA;42.35843;-71.05977
Ragdoll;4.58;55;male;TRUE;47;8.38;seal;colorpoint;blue;FALSE;wet;15;12;USA;40.71427;-74.00597
Ragdoll;4.58;55;female;TRUE;39;4.23;seal;colorpoint;blue;FALSE;wet;18;12;USA;37.77493;-122.41942
Ragdoll;4.58;55;male;FALSE;46;6.18;seal;colorpoint;blue;FALSE;wet;12;12;USA;42.35843;-71.05977
Ragdoll;4.67;56;male;TRUE;57;8.54;seal;colorpoint;blue;FALSE;dry;22;12;USA;37.77493;-122.41942
Ragdoll;4.67;56;male;TRUE;44;6.27;seal;colorpoint;green;FALSE;wet;7;12;USA;42.35843;-71.05977
Ragdoll;4.67;56;female;FALSE;48;5.81;seal;colorpoint;blue;FALSE;wet;17;12;USA;40.71427;-74.00597
Ragdoll;4.75;57;female;FALSE;42;5.49;seal;colorpoint;blue;FALSE;dry;11;16;USA;47.60621;-122.33207
Ragdoll;4.75;57;male;TRUE;44;5.73;seal;colorpoint;blue;FALSE;wet;27;15;USA;40.71427;-74.00597
Ragdoll;4.83;58;female;TRUE;40;4.44;seal;colorpoint;green;FALSE;wet;36;12;USA;38.89511;-77.03637
Ragdoll;4.83;58;male;TRUE;52;7.72;red/cream;colorpoint;blue;FALSE;wet;0;12;USA;38.89511;-77.03637
Ragdoll;4.83;58;male;FALSE;43;6.95;red/cream;bicolor;blue;FALSE;wet;11;12;USA;38.89511;-77.03637
Ragdoll;4.83;58;male;FALSE;57;7.98;seal;colorpoint;blue;FALSE;dry;31;12;USA;42.35843;-71.05977
Ragdoll;4.83;58;female;TRUE;44;4.21;brown/chocolate;colorpoint;green;FALSE;wet;35;12;USA;41.881832;-87.623177
Ragdoll;4.83;58;male;TRUE;51;8.14;seal;colorpoint;green;FALSE;dry;6;12;USA;42.35843;-71.05977
Ragdoll;4.92;59;female;TRUE;38;6.21;seal;colorpoint;blue;FALSE;wet;27;16;USA;38.89511;-77.03637
Ragdoll;4.92;59;female;FALSE;38;4.51;seal;mitted;blue;FALSE;wet;14;12;USA;42.35843;-71.05977
Ragdoll;4.92;59;male;FALSE;51;7.99;seal;colorpoint;blue;FALSE;dry;36;12;USA;38.89511;-77.03637
Ragdoll;4.92;59;male;FALSE;48;7.78;seal;colorpoint;blue;FALSE;wet;14;12;USA;40.71427;-74.00597
Ragdoll;4.92;59;male;TRUE;47;7.19;seal;colorpoint;blue;FALSE;wet;14;15;USA;41.881832;-87.623177
Ragdoll;5.08;61;female;FALSE;40;4.16;brown/chocolate;colorpoint;green;FALSE;wet;32;16;USA;39.29038;-76.61219
Ragdoll;5.08;61;female;FALSE;44;6.75;seal;colorpoint;blue;FALSE;dry;9;15;USA;37.77493;-122.41942
Ragdoll;5.08;61;female;TRUE;48;6.71;seal;colorpoint;blue;FALSE;wet;7;15;USA;38.89511;-77.03637
Ragdoll;5.17;62;male;TRUE;51;7.78;red/cream;colorpoint;blue;FALSE;wet;6;16;USA;37.77493;-122.41942
Ragdoll;5.17;62;male;FALSE;49;7.06;red/cream;colorpoint;blue;FALSE;dry;12;12;USA;42.35843;-71.05977
Ragdoll;5.17;62;female;TRUE;50;5.59;seal;colorpoint;green;FALSE;wet;10;17;USA;42.35843;-71.05977
Ragdoll;5.25;63;female;FALSE;50;4.88;brown/chocolate;colorpoint;blue;FALSE;dry;33;12;USA;40.71427;-74.00597
Ragdoll;5.25;63;male;TRUE;45;5.97;seal;colorpoint;blue;FALSE;dry;30;12;USA;47.60621;-122.33207
Ragdoll;5.42;65;male;TRUE;61;9.19;seal;colorpoint;blue;FALSE;dry;11;12;USA;39.29038;-76.61219
Ragdoll;5.5;66;male;FALSE;45;6.63;seal;colorpoint;blue;FALSE;dry;23;12;USA;38.89511;-77.03637
Ragdoll;5.5;66;male;TRUE;48;8.74;seal;colorpoint;green;FALSE;wet;10;12;USA;40.71427;-74.00597
Ragdoll;5.5;66;male;TRUE;47;7.43;red/cream;bicolor;blue;FALSE;dry;20;15;USA;47.60621;-122.33207
Ragdoll;5.58;67;male;FALSE;52;7.3;red/cream;bicolor;green;FALSE;wet;1;15;Germany;48.137154;11.576124
Ragdoll;5.58;67;male;TRUE;48;6.17;seal;colorpoint;blue;FALSE;wet;17;15;Germany;50.110924;8.682127
Ragdoll;5.58;67;female;FALSE;42;6.52;seal;colorpoint;blue;FALSE;wet;9;17;Germany;51.227741;6.773456
Ragdoll;5.58;67;male;FALSE;52;7.55;seal;colorpoint;blue;FALSE;wet;26;12;Germany;50.110924;8.682127
Ragdoll;5.58;67;male;TRUE;46;6.17;seal;colorpoint;blue;FALSE;wet;15;12;Germany;50.110924;8.682127
Ragdoll;5.67;68;female;FALSE;43;5.58;seal;colorpoint;blue;FALSE;wet;24;12;Germany;50.110924;8.682127
Ragdoll;5.67;68;female;TRUE;43;7.21;seal;colorpoint;green;FALSE;wet;3;15;Germany;51.227741;6.773456
Ragdoll;5.67;68;male;FALSE;46;5.62;red/cream;colorpoint;blue;FALSE;wet;32;12;Germany;51.227741;6.773456
Ragdoll;5.67;68;male;FALSE;52;5.94;red/cream;colorpoint;blue;FALSE;wet;30;12;Germany;51.227741;6.773456
Ragdoll;5.67;68;male;TRUE;45;5.87;seal;colorpoint;blue;FALSE;wet;14;12;Germany;52.520008;13.404954
Ragdoll;5.67;68;female;TRUE;41;4.95;seal;colorpoint;blue;FALSE;wet;9;12;USA;38.89511;-77.03637
Ragdoll;5.67;68;male;TRUE;53;7.12;red/cream;colorpoint;blue;TRUE;wet;24;17;USA;40.71427;-74.00597
Ragdoll;5.67;68;female;TRUE;40;5.49;seal;colorpoint;blue;FALSE;dry;26;12;USA;38.89511;-77.03637
Ragdoll;5.75;69;male;FALSE;48;5.73;seal;colorpoint;blue;FALSE;wet;10;12;USA;40.71427;-74.00597
Ragdoll;5.75;69;male;TRUE;43;7.13;seal;bicolor;amber;FALSE;wet;12;12;USA;40.71427;-74.00597
Ragdoll;5.83;70;female;TRUE;39;6.9;seal;mitted;blue;FALSE;wet;2;16;USA;41.881832;-87.623177
Ragdoll;5.83;70;male;TRUE;44;8.59;seal;colorpoint;blue;FALSE;wet;10;12;USA;41.881832;-87.623177
Ragdoll;5.83;70;female;FALSE;45;7.08;lilac;colorpoint;blue;FALSE;wet;9;12;USA;42.35843;-71.05977
Ragdoll;6;72;female;TRUE;42;6.69;brown/chocolate;colorpoint;blue;FALSE;wet;9;16;USA;40.71427;-74.00597
Ragdoll;6;72;female;FALSE;45;3.73;red/cream;mitted;blue;FALSE;wet;15;16;USA;40.71427;-74.00597
Ragdoll;6;72;male;TRUE;44;5.71;seal;colorpoint;blue;FALSE;wet;28;15;USA;38.89511;-77.03637
Ragdoll;6;72;male;TRUE;48;8.97;seal;colorpoint;blue;FALSE;wet;17;12;USA;38.89511;-77.03637
Ragdoll;6;72;female;FALSE;38;3.86;seal;colorpoint;green;FALSE;wet;23;16;USA;45.52345;-122.67621
Ragdoll;6.08;73;female;TRUE;45;5.84;seal;colorpoint;blue;FALSE;wet;30;12;USA;40.71427;-74.00597
Ragdoll;6.08;73;male;TRUE;51;7.25;red/cream;colorpoint;blue;FALSE;wet;18;16;USA;40.71427;-74.00597
Ragdoll;6.08;73;female;FALSE;36;5.43;seal;colorpoint;blue;FALSE;wet;4;12;USA;40.71427;-74.00597
Ragdoll;6.08;73;female;TRUE;45;6.06;seal;colorpoint;blue;FALSE;wet;31;17;USA;38.89511;-77.03637
Ragdoll;6.08;73;female;TRUE;42;4.62;seal;colorpoint;blue;FALSE;wet;11;15;USA;37.77493;-122.41942
Ragdoll;6.08;73;female;TRUE;40;5.01;seal;colorpoint;green;FALSE;wet;15;16;USA;47.60621;-122.33207
Ragdoll;6.08;73;male;FALSE;43;6.22;seal;bicolor;blue;FALSE;wet;20;15;USA;40.71427;-74.00597
Ragdoll;6.08;73;female;TRUE;41;6.47;seal;colorpoint;blue;FALSE;dry;18;12;USA;45.52345;-122.67621
Ragdoll;6.17;74;male;TRUE;43;8.27;brown/chocolate;colorpoint;blue;FALSE;wet;5;17;UK;52.486244;-1.890401
Ragdoll;6.17;74;male;FALSE;51;7.25;seal;colorpoint;blue;FALSE;wet;15;12;UK;53.408371;-2.991573
Ragdoll;6.17;74;female;TRUE;40;6.84;seal;bicolor;blue;FALSE;dry;9;17;UK;51.507351;-0.127758
Ragdoll;6.25;75;female;FALSE;48;5.26;red/cream;colorpoint;blue;FALSE;dry;27;12;UK;51.507351;-0.127758
Ragdoll;6.25;75;female;FALSE;50;3.99;seal;colorpoint;blue;FALSE;wet;10;16;UK;53.408371;-2.991573
Ragdoll;6.25;75;male;TRUE;44;8.22;seal;colorpoint;blue;FALSE;wet;23;17;UK;51.507351;-0.127758
Ragdoll;6.25;75;male;FALSE;44;7.43;seal;bicolor;green;FALSE;wet;12;12;UK;51.507351;-0.127758
Ragdoll;6.25;75;female;FALSE;48;6.29;seal;colorpoint;blue;TRUE;dry;10;12;UK;53.800755;-1.549077
Ragdoll;6.25;75;male;TRUE;47;6.21;seal;colorpoint;blue;FALSE;dry;27;12;UK;53.408371;-2.991573
Ragdoll;6.33;76;female;TRUE;38;5.6;seal;tortie;blue;FALSE;wet;18;17;UK;53.480759;-2.242631
Ragdoll;6.33;76;female;FALSE;47;6.89;seal;colorpoint;blue;FALSE;dry;9;12;UK;51.507351;-0.127758
Ragdoll;6.5;78;female;TRUE;46;6.21;seal;colorpoint;blue;FALSE;dry;27;12;UK;51.507351;-0.127758
Ragdoll;6.5;78;male;TRUE;46;7.54;seal;mitted;green;FALSE;wet;1;12;UK;51.507351;-0.127758
Ragdoll;6.5;78;female;TRUE;38;6.93;brown/chocolate;tortie;blue;FALSE;wet;5;12;USA;37.77493;-122.41942
Ragdoll;6.5;78;male;TRUE;51;7.31;seal;colorpoint;blue;FALSE;wet;22;17;Germany;52.520008;13.404954
Ragdoll;6.58;79;female;TRUE;48;6.53;seal;tortie;blue;FALSE;dry;19;12;USA;37.77493;-122.41942
Ragdoll;6.58;79;female;TRUE;38;6.25;seal;colorpoint;blue;FALSE;wet;18;17;USA;45.52345;-122.67621
Ragdoll;6.67;80;female;FALSE;46;6.6;seal;bicolor;blue;FALSE;dry;3;12;Germany;52.520008;13.404954
Ragdoll;6.67;80;male;TRUE;44;6.27;brown/chocolate;colorpoint;blue;FALSE;wet;7;12;Germany;48.137154;11.576124
Ragdoll;6.75;81;male;TRUE;53;7.92;red/cream;bicolor;green;FALSE;wet;18;12;Germany;50.110924;8.682127
Ragdoll;6.75;81;female;TRUE;44;4.41;seal;colorpoint;blue;FALSE;dry;6;17;Germany;52.520008;13.404954
Ragdoll;6.83;82;female;FALSE;49;4.08;lilac;colorpoint;blue;FALSE;wet;33;12;Germany;50.110924;8.682127
Ragdoll;6.92;83;male;TRUE;45;7.67;seal;colorpoint;blue;FALSE;wet;26;15;Germany;48.137154;11.576124
Ragdoll;7;84;male;TRUE;48;8.23;seal;colorpoint;blue;FALSE;wet;28;12;Germany;52.520008;13.404954
Ragdoll;7;84;female;FALSE;40;5.79;seal;tortie;blue;FALSE;wet;5;15;Germany;52.520008;13.404954
Ragdoll;7;84;male;TRUE;52;7.22;seal;colorpoint;green;FALSE;wet;13;17;Germany;50.110924;8.682127
Ragdoll;7.08;85;male;TRUE;48;7.18;brown/chocolate;colorpoint;blue;FALSE;wet;21;17;USA;40.71427;-74.00597
Ragdoll;7.08;85;male;TRUE;45;8.18;seal;colorpoint;blue;FALSE;wet;25;21;USA;42.35843;-71.05977
Ragdoll;7.08;85;female;FALSE;48;3.92;seal;mitted;blue;FALSE;dry;9;17;USA;45.52345;-122.67621
Ragdoll;7.08;85;female;TRUE;31;5.28;brown/chocolate;colorpoint;blue;FALSE;wet;7;16;USA;40.71427;-74.00597
Ragdoll;7.17;86;female;FALSE;46;5.04;seal;colorpoint;blue;FALSE;wet;34;19;USA;38.89511;-77.03637
Ragdoll;7.17;86;male;TRUE;43;9;brown/chocolate;bicolor;blue;FALSE;wet;5;20;USA;40.71427;-74.00597
Ragdoll;7.25;87;male;FALSE;50;6.34;red/cream;colorpoint;blue;TRUE;wet;25;18;USA;40.71427;-74.00597
Ragdoll;7.25;87;male;TRUE;43;5.84;seal;colorpoint;green;FALSE;dry;20;20;USA;42.35843;-71.05977
Ragdoll;7.25;87;female;FALSE;50;3.66;seal;colorpoint;blue;FALSE;wet;20;20;USA;38.89511;-77.03637
Ragdoll;7.33;88;female;TRUE;38;6.24;brown/chocolate;mitted;blue;FALSE;wet;16;20;USA;45.52345;-122.67621
Ragdoll;7.33;88;male;TRUE;58;8.29;seal;colorpoint;blue;FALSE;wet;4;15;USA;40.71427;-74.00597
Ragdoll;7.33;88;male;TRUE;47;8.95;seal;colorpoint;blue;FALSE;wet;21;18;USA;42.35843;-71.05977
Ragdoll;7.5;90;male;FALSE;51;6.74;seal;colorpoint;blue;FALSE;wet;24;15;USA;38.89511;-77.03637
Ragdoll;7.5;90;female;TRUE;50;4.39;seal;colorpoint;blue;FALSE;wet;9;19;USA;42.35843;-71.05977
